Asin,Timestamp,Pincode,City,Seller,Price
B002WTCLIQ,3/25/2025 15:37,600001,Tamil Nadu,Global Mart India,"11,333"
B002WTCLG8,3/25/2025 15:37,600001,Tamil Nadu,Global Mart India,"6,569"
B002WTCM3A,3/25/2025 15:37,600001,Tamil Nadu,no_buy_box,
B002WTCLJA,3/25/2025 15:37,600001,Tamil Nadu,Global Mart India,"5,576"
B07B3YK2SH,3/25/2025 15:37,600001,Tamil Nadu,no_buy_box,
B002CQU52I,3/25/2025 15:37,600001,Tamil Nadu,Global Mart India,"5,422"
B0143LN6JI,3/25/2025 15:37,600001,Tamil Nadu,no_buy_box,
B07WMZTX28,3/25/2025 15:37,600001,Tamil Nadu,Global Mart India,"3,857"
B08M9QH3YY,3/25/2025 15:37,600001,Tamil Nadu,no_buy_box,
B01DAKIH10,3/25/2025 15:38,600001,Tamil Nadu,Global Mart India,"2,636"
B088VG5GWS,3/25/2025 15:38,600001,Tamil Nadu,Global Mart India,"4,487"
B097FCQFK4,3/25/2025 15:38,600001,Tamil Nadu,no_buy_box,
B07KRLHG8C,3/25/2025 15:38,600001,Tamil Nadu,no_buy_box,
B085DTM83S,3/25/2025 15:38,600001,Tamil Nadu,no_buy_box,
B00CHN1JU8,3/25/2025 15:38,600001,Tamil Nadu,no_buy_box,
B075882FKG,3/25/2025 15:38,600001,Tamil Nadu,Global Mart India,"4,621"
B0093ABMOQ,3/25/2025 15:38,600001,Tamil Nadu,Global Mart India,"3,410"
B06XPQ1ZHT,3/25/2025 15:38,600001,Tamil Nadu,no_buy_box,
B002CQU582,3/25/2025 15:38,600001,Tamil Nadu,no_buy_box,
B0058ABILW,3/25/2025 15:38,600001,Tamil Nadu,Global Mart India,"5,645"
B004NXYP5G,3/25/2025 15:38,600001,Tamil Nadu,no_buy_box,
B0011FY7MA,3/25/2025 15:38,600001,Tamil Nadu,Global Mart India,"3,790"
B002CQU546,3/25/2025 15:39,600001,Tamil Nadu,Global Mart India,"6,683"
B01DAKILC0,3/25/2025 15:39,600001,Tamil Nadu,Global Mart India,"8,915"
B002WTCM76,3/25/2025 15:39,600001,Tamil Nadu,no_buy_box,
B002CQU50A,3/25/2025 15:39,600001,Tamil Nadu,Global Mart India,"3,866"
B00537E45W,3/25/2025 15:39,600001,Tamil Nadu,no_buy_box,
B0C2448BV6,3/25/2025 15:39,600001,Tamil Nadu,no_buy_box,
B00C5HU7JA,3/25/2025 15:39,700002,kolkata,no_buy_box,
B000HDV7YS,3/25/2025 15:39,700002,kolkata,Global Mart India,"4,146"
B002CQU54Q,3/25/2025 15:39,700002,kolkata,Global Mart India,"7,355"
B004UJCIZM,3/25/2025 15:40,700002,kolkata,Global Mart India,"4,722"
B000PSX1SA,3/25/2025 15:40,700002,kolkata,Global Mart India,"3,291"
B002CQU4ZG,3/25/2025 15:40,700002,kolkata,Global Mart India,"2,983"
B003DYQ59U,3/25/2025 15:40,700002,kolkata,no_buy_box,
B000H3VC0W,3/25/2025 15:40,700002,kolkata,Global Mart India,"2,665"
B0014FUQ1S,3/25/2025 15:40,700002,kolkata,Global Mart India,"4,897"
B07FD9R43P,3/25/2025 15:40,700002,kolkata,Global Mart India,"10,820"
B002CQU532,3/25/2025 15:40,700002,kolkata,no_buy_box,
B074H7PLSV,3/25/2025 15:40,700002,kolkata,no_buy_box,
B004T7DYOO,3/25/2025 15:40,700002,kolkata,Global Mart India,"9,419"
B002WTCLHW,3/25/2025 15:40,700002,kolkata,no_buy_box,
B0096M5PBW,3/25/2025 15:40,700002,kolkata,no_buy_box,
B004O8I7JA,3/25/2025 15:41,700002,kolkata,Global Mart India,"4,659"
B002C3THZW,3/25/2025 15:41,700002,kolkata,no_buy_box,
B002WTCLGI,3/25/2025 15:41,700002,kolkata,no_buy_box,
B002WTCLHC,3/25/2025 15:41,700002,kolkata,no_buy_box,
B002CQU58W,3/25/2025 15:41,700002,kolkata,Global Mart India,"6,422"
B002WTCM3K,3/25/2025 15:41,700002,kolkata,no_buy_box,
B002CQU50U,3/25/2025 15:41,700002,kolkata,no_buy_box,
B0006GZE1S,3/25/2025 15:41,700002,kolkata,no_buy_box,
B002CQU58M,3/25/2025 15:41,700002,kolkata,Global Mart India,"3,098"
B002CQU53C,3/25/2025 15:41,700002,kolkata,no_buy_box,
B002CQU55K,3/25/2025 15:41,700002,kolkata,Global Mart India,"7,034"
B002CQU596,3/25/2025 15:41,700002,kolkata,Global Mart India,"6,422"
B004LSFKVG,3/25/2025 15:42,700002,kolkata,Global Mart India,"1,662"
B004GEWJVE,3/25/2025 15:42,700002,kolkata,Global Mart India,"4,605"
B00U1V8HO4,3/25/2025 15:42,700002,kolkata,no_buy_box,
B015TQ7USO,3/25/2025 15:42,700002,kolkata,no_buy_box,
B01LTHMG4K,3/25/2025 15:42,700002,kolkata,Global Mart India,"9,675"
B0758338B2,3/25/2025 15:42,700002,kolkata,no_buy_box,
B075879G43,3/25/2025 15:42,700002,kolkata,Global Mart India,"3,315"
B002WTCLIQ,3/25/2025 15:42,700002,kolkata,no_buy_box,
B002WTCLG8,3/25/2025 15:42,700002,kolkata,Global Mart India,"6,569"
B002WTCM3A,3/25/2025 15:42,700002,kolkata,no_buy_box,
B002WTCLJA,3/25/2025 15:42,700002,kolkata,no_buy_box,
B07B3YK2SH,3/25/2025 15:43,700002,kolkata,no_buy_box,
B002CQU52I,3/25/2025 15:43,700002,kolkata,Global Mart India,"5,422"
B0143LN6JI,3/25/2025 15:43,700002,kolkata,no_buy_box,
B07WMZTX28,3/25/2025 15:43,700002,kolkata,Global Mart India,"3,857"
B08M9QH3YY,3/25/2025 15:43,700002,kolkata,Global Mart India,"4,783"
B01DAKIH10,3/25/2025 15:43,700002,kolkata,Global Mart India,"2,636"
B088VG5GWS,3/25/2025 15:43,700002,kolkata,Global Mart India,"4,487"
B097FCQFK4,3/25/2025 15:43,700002,kolkata,no_buy_box,
B07KRLHG8C,3/25/2025 15:43,700002,kolkata,no_buy_box,
B085DTM83S,3/25/2025 15:43,700002,kolkata,no_buy_box,
B00CHN1JU8,3/25/2025 15:43,700002,kolkata,no_buy_box,
B075882FKG,3/25/2025 15:43,700002,kolkata,Global Mart India,"4,621"
B0093ABMOQ,3/25/2025 15:44,700002,kolkata,Global Mart India,"3,410"
B06XPQ1ZHT,3/25/2025 15:44,700002,kolkata,no_buy_box,
B002CQU582,3/25/2025 15:44,700002,kolkata,no_buy_box,
B0058ABILW,3/25/2025 15:44,700002,kolkata,Global Mart India,"5,645"
B004NXYP5G,3/25/2025 15:44,700002,kolkata,no_buy_box,
B0011FY7MA,3/25/2025 15:44,700002,kolkata,no_buy_box,
B002CQU546,3/25/2025 15:44,700002,kolkata,no_buy_box,
B01DAKILC0,3/25/2025 15:44,700002,kolkata,Global Mart India,"8,915"
B002WTCM76,3/25/2025 15:44,700002,kolkata,no_buy_box,
B002CQU50A,3/25/2025 15:44,700002,kolkata,no_buy_box,
B00537E45W,3/25/2025 15:44,700002,kolkata,Global Mart India,"6,631"
B0C2448BV6,3/25/2025 15:44,700002,kolkata,no_buy_box,
