Asin,Timestamp,Pincode,City,Seller,Price
B00C5HU7JA,2025-03-24 22:57:55,400097,mumbai,Global Mart India,"4,897"
B00C5HU7JA,2025-03-24 22:58:06,110001,delhi,Global Mart India,"4,897"
B000HDV7YS,2025-03-24 22:58:21,400097,mumbai,Global Mart India,"4,156"
B000HDV7YS,2025-03-24 22:58:32,110001,delhi,M&S NUTRITION,"4,156"
